,TradingWeek,DateStr,PrevClose,Close,CloseChange%,Profit,CumulativeProfit
333,2016-46,161118,12.570667,12.334667,-1.8773864584910303,0.075424002,0.075424002
334,2016-47,161125,12.334667,13.11,6.285804067511509,0.074008002,0.149432004
335,2016-48,161202,13.11,12.098,-7.719298245614025,0.07866,0.22809200400000001
336,2016-49,161209,12.098,12.812,5.901801950735647,0.072588,0.300680004
337,2016-50,161216,12.812,13.499333,5.364759600374653,0.076872,0.377552004
338,2016-51,161223,13.499333,14.222667,5.358294369062526,0.080995998,0.458548002
339,2016-52,161230,14.222667,14.246,0.16405502568541425,0.085336002,0.543884004
340,2017-01,170106,14.246,15.267333,7.169261547100943,0.08547600000000001,0.629360004
341,2017-02,170113,15.267333,15.85,3.8164294968872357,0.091603998,0.720964002
342,2017-03,170120,15.85,16.315332,2.935848580441652,0.0951,0.816064002
343,2017-04,170127,16.315332,16.863333,3.3588099831495875,0.09789199200000001,0.9139559939999999
344,2017-05,170203,16.863333,16.755333,-0.6404427879115032,0.10117999800000001,1.015135992
345,2017-06,170210,16.755333,17.948668,7.122120461586774,0.100531998,1.11566799
346,2017-07,170217,17.948668,18.148666,1.1142776723041354,0.107692008,1.2233599979999998
347,2017-08,170224,18.148666,17.133333,-5.594532402546823,0.10889199599999999,1.332251994
348,2017-09,170303,17.133333,16.771334,-2.1128346714559325,0.102799998,1.435051992
349,2017-10,170310,16.771334,16.246,-3.132332824568403,0.100628004,1.535679996
350,2017-11,170317,16.246,17.433332,7.30845746645329,0.097476,1.633155996
351,2017-12,170324,17.433332,17.544001,0.6348126680545145,0.104599992,1.737755988
352,2017-13,170331,17.544001,18.553333,5.753146046902283,0.10526400600000001,1.843019994
353,2017-14,170407,18.553333,20.169333,8.71002530919918,0.11131999799999999,1.954339992
354,2017-15,170413,20.169333,20.266666,0.4825791710613285,0.12101599800000001,2.07535599
355,2017-16,170421,20.266666,20.373333,0.5263174515235909,0.121599996,2.196955986
356,2017-17,170428,20.373333,20.938,2.771598540111233,0.12223999799999999,2.319195984
357,2017-18,170505,20.938,20.556667,-1.8212484477982516,0.125628,2.4448239839999997
358,2017-19,170512,20.556667,21.653999,5.338083260287273,0.123340002,2.5681639859999996
359,2017-20,170519,21.653999,20.722,-4.304050258799761,0.129923994,2.6980879799999995
360,2017-21,170526,20.722,21.676001,4.603807547534013,0.12433200000000001,2.8224199799999994
361,2017-22,170602,21.676001,22.656668,4.524206286943797,0.130056006,2.9524759859999996
362,2017-23,170609,22.656668,23.821333,5.140495504458111,0.135940008,3.0884159939999996
363,2017-24,170616,23.821333,24.76,3.940446993457513,0.142927998,3.2313439919999993
364,2017-25,170623,24.76,25.563334,3.244483037156702,0.14856000000000003,3.379903991999999
365,2017-26,170630,25.563334,24.107332,-5.6956655184335565,0.15338000400000001,3.5332839959999993
366,2017-27,170707,24.107332,20.881332,-13.381820933150127,0.144643992,3.6779279879999995
367,2017-28,170714,20.881332,21.851999,4.64849177245972,0.12528799200000001,3.8032159799999996
368,2017-29,170721,21.851999,21.893333,0.18915431947438352,0.131111994,3.9343279739999995
369,2017-30,170728,21.893333,22.337999,2.031056669169567,0.131359998,4.065687971999999
370,2017-31,170804,22.337999,23.794001,6.518050251501943,0.134027994,4.199715965999999
371,2017-32,170811,23.794001,23.858,0.2689711578981569,0.142764006,4.342479972
372,2017-33,170818,23.858,23.164,-2.9088775253583665,0.143148,4.485627972
373,2017-34,170825,23.164,23.203333,0.16980227939906395,0.13898400000000002,4.624611971999999
374,2017-35,170901,23.203333,23.693333,2.111765581263685,0.139219998,4.763831969999999
375,2017-36,170908,23.693333,22.893333,-3.376477256281338,0.142159998,4.9059919679999995
376,2017-37,170915,22.893333,25.320667,10.602798640110647,0.13735999799999998,5.0433519659999995
377,2017-38,170922,25.320667,23.406,-7.561676791531603,0.151924002,5.195275968
378,2017-39,170929,23.406,22.74,-2.84542425019226,0.140436,5.335711968
379,2017-40,171006,22.74,23.792,4.626209322779258,0.13644,5.472151968
380,2017-41,171013,23.792,23.704666,-0.3670729657027657,0.14275200000000002,5.614903968
381,2017-42,171020,23.704666,23.006666,-2.944567959742611,0.142227996,5.757131964
382,2017-43,171027,23.006666,21.391333,-7.021152043499044,0.138039996,5.89517196
383,2017-44,171103,21.391333,20.406,-4.606225334344525,0.128347998,6.023519958
384,2017-45,171110,20.406,20.199333,-1.012775654219345,0.12243599999999999,6.145955958
385,2017-46,171117,20.199333,21.003332,3.9803244988337045,0.121195998,6.267151956
386,2017-47,171124,21.003332,21.036667,0.15871291278927077,0.126019992,6.393171948
387,2017-48,171201,21.036667,20.435333,-2.858504153723598,0.126220002,6.51939195
388,2017-49,171208,20.435333,21.008667,2.8056014550876127,0.122611998,6.642003948
389,2017-50,171215,21.008667,22.896667,8.98676722326077,0.126052002,6.76805595
390,2017-51,171222,22.896667,21.68,-5.313729723195087,0.137380002,6.9054359519999995
391,2017-52,171229,21.68,20.756666,-4.258920664206645,0.13008,7.035515952
392,2018-01,180105,20.756666,21.105333,1.6797832561356554,0.124539996,7.160055948
393,2018-02,180112,21.105333,22.414667,6.203806402865094,0.12663199800000002,7.286687946
394,2018-03,180119,22.414667,23.334667,4.104455355058356,0.13448800200000002,7.421175948
395,2018-04,180126,23.334667,22.856667,-2.0484543447737993,0.140008002,7.56118395
396,2018-05,180202,22.856667,22.916668,0.262509840126733,0.137140002,7.698323952
397,2018-06,180209,22.916668,20.694668,-9.69599943586913,0.137500008,7.83582396
398,2018-07,180216,20.694668,22.365999,8.076143091544154,0.124168008,7.959991968
399,2018-08,180223,22.365999,23.469999,4.936063888762594,0.13419599399999999,8.094187962
400,2018-09,180302,23.469999,22.341333,-4.808973362120734,0.140819994,8.235007955999999
401,2018-10,180309,22.341333,21.811333,-2.372284590180888,0.134047998,8.369055953999998
402,2018-11,180316,21.811333,21.423332,-1.7788963196334802,0.130867998,8.499923951999998
403,2018-12,180323,21.423332,20.102667,-6.164610621727742,0.128539992,8.628463943999998
404,2018-13,180329,20.102667,17.742001,-11.743048820338126,0.120616002,8.749079945999998
405,2018-14,180406,17.742001,19.953333,12.463825247219875,0.10645200599999999,8.855531951999998
406,2018-15,180413,19.953333,20.022667,0.3474807943113954,0.11971999800000001,8.975251949999999
407,2018-16,180420,20.022667,19.349333,-3.3628587040877074,0.12013600199999999,9.095387952
408,2018-17,180427,19.349333,19.605333,1.3230430216896893,0.116095998,9.21148395
409,2018-18,180504,19.605333,19.606001,0.003407236184141572,0.11763199800000002,9.329115948
410,2018-19,180511,19.606001,20.070667,2.370019260939552,0.117636006,9.446751954
411,2018-20,180518,20.070667,18.454666,-8.051556034485554,0.120424002,9.567175956
412,2018-21,180525,18.454666,18.59,0.7333321556727187,0.110727996,9.677903952
413,2018-22,180601,18.59,19.454666,4.651242603550294,0.11154,9.789443952
414,2018-23,180608,19.454666,21.177334,8.854780647480656,0.116727996,9.906171947999999
415,2018-24,180615,21.177334,23.878,12.75262504713767,0.12706400399999998,10.033235951999998
416,2018-25,180622,23.878,22.242001,-6.851490912136702,0.143268,10.176503952
417,2018-26,180629,22.242001,22.863333,2.793507652481458,0.13345200599999998,10.309955958
418,2018-27,180706,22.863333,20.593332,-9.928565533292982,0.137179998,10.447135956
419,2018-28,180713,20.593332,21.257999,3.2275835692835013,0.12355999200000001,10.570695948000001
420,2018-29,180720,21.257999,20.905333,-1.658980226690211,0.12754799400000003,10.698243942000001
421,2018-30,180727,20.905333,19.812,-5.229923866795127,0.125431998,10.823675940000001
422,2018-31,180803,19.812,23.211332,17.15794467999191,0.118872,10.94254794
423,2018-32,180810,23.211332,23.699333,2.102425660018135,0.139267992,11.081815932000001
424,2018-33,180817,23.699333,20.366667,-14.062277617686538,0.142195998,11.224011930000001
425,2018-34,180824,20.366667,21.521334,5.669395979224288,0.122200002,11.346211932000001
426,2018-35,180831,21.521334,20.110666,-6.554742377958546,0.129128004,11.475339936000001
427,2018-36,180907,20.110666,17.549334,-12.736186857262693,0.120663996,11.596003932
428,2018-37,180914,17.549334,19.68,12.141007744225494,0.10529600400000001,11.701299936
429,2018-38,180921,19.68,19.940001,1.321143292682922,0.11808,11.819379936
430,2018-39,180928,19.940001,17.651333,-11.477772744344385,0.119640006,11.939019942
431,2018-40,181005,17.651333,17.463333,-1.0650753685288379,0.105907998,12.044927939999999
432,2018-41,181012,17.463333,17.252001,-1.2101469977122854,0.104779998,12.149707937999999
433,2018-42,181019,17.252001,17.333332,0.47142937216383596,0.103512006,12.253219944
434,2018-43,181026,17.333332,22.059999,27.269234789941155,0.103999992,12.357219936
435,2018-44,181102,22.059999,23.094,4.6872214273445785,0.132359994,12.48957993
436,2018-45,181109,23.094,23.367332,1.1835628301723387,0.13856400000000002,12.62814393
437,2018-46,181116,23.367332,23.620667,1.084141741128169,0.140203992,12.768347922
438,2018-47,181123,23.620667,21.722,-8.038159972366572,0.14172400200000002,12.910071924
439,2018-48,181130,21.722,23.365334,7.565297854709508,0.130332,13.040403924
440,2018-49,181207,23.365334,23.864668,2.1370719545459997,0.140192004,13.180595927999999
441,2018-50,181214,23.864668,24.380667,2.162188051390437,0.143188008,13.323783935999998
442,2018-51,181221,24.380667,21.318001,-12.561863053213434,0.146284002,13.470067937999998
443,2018-52,181228,21.318001,22.257999,4.409409681517525,0.127908006,13.597975943999998
444,2019-01,190104,22.257999,21.179333,-4.846194844379326,0.133547994,13.731523937999999
445,2019-02,190111,21.179333,23.150667,9.307819089486902,0.127075998,13.858599936
446,2019-03,190118,23.150667,20.150667,-12.958589918813141,0.138904002,13.997503938
447,2019-04,190125,20.150667,19.802668,-1.7269850174190162,0.120904002,14.118407939999999
448,2019-05,190201,19.802668,20.813999,5.107044161928072,0.118816008,14.237223947999999
449,2019-06,190208,20.813999,20.386667,-2.05309897439699,0.124883994,14.362107941999998
450,2019-07,190215,20.386667,20.525333,0.6801798449937924,0.122320002,14.484427943999998
451,2019-08,190222,20.525333,19.647333,-4.2776407086793675,0.123151998,14.607579942
452,2019-09,190301,19.647333,19.652666,0.027143633184210064,0.117883998,14.72546394
453,2019-10,190308,19.652666,18.942667,-3.612736307633783,0.11791599600000001,14.843379936
454,2019-11,190315,18.942667,18.362,-3.06539200631042,0.113656002,14.957035938
455,2019-12,190322,18.362,17.635332,-3.9574556148567703,0.11017199999999999,15.067207938000001
456,2019-13,190329,17.635332,18.657333,5.79519001967189,0.105811992,15.17301993
457,2019-14,190405,18.657333,18.330667,-1.7508718957849068,0.11194399800000002,15.284963928
458,2019-15,190412,18.330667,17.846666,-2.6403894631875606,0.109984002,15.394947929999999
459,2019-16,190418,17.846666,18.217333,2.0769537570770975,0.107079996,15.502027925999998
460,2019-17,190426,18.217333,15.676,-13.950082594417085,0.109303998,15.611331923999998
461,2019-18,190503,15.676,17.002001,8.458796886960958,0.094056,15.705387923999998
462,2019-19,190510,17.002001,15.968,-6.081642978376486,0.102012006,15.807399929999999
463,2019-20,190517,15.968,14.068667,-11.894620490981966,0.095808,15.903207929999999
464,2019-21,190524,14.068667,12.708667,-9.66687177967891,0.084412002,15.987619932
465,2019-22,190531,12.708667,12.344,-2.869435480526799,0.076252002,16.063871933999998
466,2019-23,190607,12.344,13.633333,10.445017822423857,0.074064,16.137935933999998
467,2019-24,190614,13.633333,14.328,5.095357092796009,0.081799998,16.219735932
468,2019-25,190621,14.328,14.790667,3.229110831937463,0.085968,16.305703932
469,2019-26,190628,14.790667,14.897333,0.7211709924914178,0.088744002,16.394447934
470,2019-27,190705,14.897333,15.54,4.313973514588144,0.089383998,16.483831931999998
471,2019-28,190712,15.54,16.338667,5.139427284427296,0.09324,16.577071932
472,2019-29,190719,16.338667,17.212,5.3451912570346085,0.09803200200000001,16.675103934
473,2019-30,190726,17.212,15.202667,-11.674023936788286,0.103272,16.778375934
474,2019-31,190802,15.202667,15.622667,2.762673154651088,0.091216002,16.869591936
475,2019-32,190809,15.622667,15.667333,0.28590508906065415,0.093736002,16.963327938
476,2019-33,190816,15.667333,14.662667,-6.4124889666926626,0.09400399799999999,17.057331936
477,2019-34,190823,14.662667,14.093333,-3.8828816067363547,0.08797600200000001,17.145307938000002
478,2019-35,190830,14.093333,15.040667,6.721859193989099,0.084559998,17.229867936
479,2019-36,190906,15.040667,15.163333,0.8155622353716135,0.09024400199999999,17.320111938
480,2019-37,190913,15.163333,16.346666,7.8039109211675255,0.090979998,17.411091936000002
481,2019-38,190920,16.346666,16.041332,-1.8678671234855992,0.098079996,17.509171932
482,2019-39,190927,16.041332,16.142,0.6275538714615398,0.096247992,17.605419924
483,2019-40,191004,16.142,15.428667,-4.419111634246058,0.096852,17.702271923999998
484,2019-41,191011,15.428667,16.525999,7.112292980333285,0.092572002,17.794843926
485,2019-42,191018,16.525999,17.129999,3.6548471290601117,0.099155994,17.89399992
486,2019-43,191025,17.129999,21.875334,27.70189887343249,0.10277999400000001,17.996779913999998
487,2019-44,191101,21.875334,20.887333,-4.516507039389648,0.131252004,18.128031917999998
488,2019-45,191108,20.887333,22.476,7.60588726191131,0.12532399800000002,18.253355915999997
489,2019-46,191115,22.476,23.478001,4.458093077059975,0.134856,18.388211915999996
490,2019-47,191122,23.478001,22.202667,-5.432038272764352,0.140868006,18.529079921999998
491,2019-48,191129,22.202667,21.996,-0.9308206081728967,0.133216002,18.662295924
492,2019-49,191206,21.996,22.392668,1.8033642480451073,0.13197599999999998,18.794271924
493,2019-50,191213,22.392668,23.892668,6.6986211736806,0.134356008,18.928627932
494,2019-51,191220,23.892668,27.039333,13.170002613354015,0.143356008,19.071983940000003
495,2019-52,191227,27.039333,28.691999,6.112081241057241,0.162235998,19.234219938000003
496,2020-01,200103,28.691999,29.534,2.934619508386292,0.172151994,19.406371932000003
497,2020-02,200110,29.534,31.876667,7.932101984153865,0.177204,19.583575932000002
498,2020-03,200117,31.876667,34.033333,6.76565714978921,0.191260002,19.774835934000002
499,2020-04,200124,34.033333,37.654667,10.640550544961332,0.204199998,19.979035932000002
500,2020-05,200131,37.654667,43.371334,15.18182858980002,0.22592800200000002,20.204963934000002
501,2020-06,200207,43.371334,49.871334,14.986857448286003,0.260228004,20.465191938000004
502,2020-07,200214,49.871334,53.335335,6.94587596152933,0.299228004,20.764419942000004
503,2020-08,200221,53.335335,60.066666,12.620771951652685,0.32001201,21.084431952000003
504,2020-09,200228,60.066666,44.532665,-25.861267212666668,0.360399996,21.444831948000004
505,2020-10,200306,44.532665,46.898666,5.312956231117084,0.26719599,21.712027938000006
506,2020-11,200313,46.898666,36.441334,-22.297717380703325,0.281391996,21.993419934000006
507,2020-12,200320,36.441334,28.502001,-21.78661461734633,0.21864800399999998,22.212067938000004
508,2020-13,200327,28.502001,34.290668,20.30968632693542,-0.09378839399999861,22.118279544000007
509,2020-14,200403,34.290668,32.000668,-6.6782017778131335,0.20574400799999998,22.324023552000007
510,2020-15,200409,32.000668,38.200001,19.372511223828212,0.19200400799999998,22.51602756000001
